"","ISO.code","country","RefDate","mstatus","agegroup","G1.1_Using_Limit","G1.2_Using_Space","G2.1_Unmet_Limit","G2.2_Unmet_Space","G2.3_No_Unmet","G4.1_Unmet_Limit","G4.2_Unmet_Space","G4.3_No_Unmet","Missing","G5_total","G7.1_cp_limiting","G7.2_cp_space","G8.1_unmet_limit","G8.2_unmet_space","G8.3_unmet_total","G8.4_LUP","G7.3_cp_total","G7.4_cp_limiting_proportion","X","Major.area_d"
"90",360,"Indonesia",2012.49453551913,"Married/In-union","[Total]",11779.83148,8923.974493,157.860318,173.962837,2397.122546,2149.07298,1325.019091,2835.06886,0,33465.1143,0.352003324,0.266664994,0.068935467,0.044792374,0.113727842,0.60614415773404,0.618668318,0.568969371403952,96,"Asia"
"91",384,"Cote dIvoire",1994.67123287671,"Married/In-union","[Total]",177.342376,423.710618,153.747543,434.310331,1266.924063,351.017208,664.144964,896.915061,0,5270.983487,0.033645026,0.080385495,0.095762916,0.208396649,0.304159565,0.314844335077873,0.114030521,0.295052813097294,50,"Africa"
"92",384,"Cote dIvoire",1998.95890410959,"Married/In-union","[Total]",92.345467,187.14322,40.639993,144.376917,436.18739,106.781979,246.956844,319.238432,0,1862.983728,0.049568585,0.100453491,0.079132184,0.21005753,0.289189715,0.273634157424997,0.150022076,0.330408605997427,50,"Africa"
"93",384,"Cote dIvoire",2012.16666666667,"Married/In-union","[Total]",283.074051,864.226524,83.263499,349.384982,1490.452203,391.260955,887.293477,911.15787,7.016681,6308.586449,0.044871233,0.136992103,0.075218824,0.196030992,0.271249816,0.277304608383587,0.181863336,0.246730506472179,50,"Africa"
"94",398,"Kazakhstan",1995.51506849315,"Married/In-union","[Total]",984.927418,496.881247,26.067326,21.185845,182.563112,267.745863,93.935588,173.596015,0,2507.168023,0.3928446,0.198184263,0.117189269,0.04591692,0.163106189,0.718484502142343,0.591028863,0.664679213813624,106,"Asia"
"95",398,"Kazakhstan",1999.64657534247,"Married/In-union","[Total]",1299.243059,695.062666,21.006599,30.063575,161.703317,212.502293,94.255463,173.634074,0,3018.011614,0.430496375,0.230304835,0.077371767,0.041192366,0.118564133,0.652573126815679,0.66080121,0.651476372145263,106,"Asia"
"96",400,"Jordan",1990.86849315069,"Married/In-union","[Total]",1744.714437,719.620902,374.436053,272.932925,960.476604,659.014902,326.19325,529.712029,0,6168.410371,0.282846687,0.116662294,0.167539267,0.097128132,0.264667399,0.633018148940966,0.399508981,0.707985803703372,105,"W Asia and N Africa"
"97",400,"Jordan",1997.57260273973,"Married/In-union","[Total]",1832.459324,973.995542,170.836885,299.161463,595.108833,371.087156,229.970504,478.178274,0,5337.03865,0.343347584,0.182497375,0.101540213,0.099143364,0.200683577,0.505971711875556,0.525844959,0.652944519336925,105,"W Asia and N Africa"
"98",400,"Jordan",2002.62191780822,"Married/In-union","[Total]",1725.998365,1456.547341,139.701618,231.827923,577.978431,311.015377,169.96158,556.801808,0,5705.732369,0.30250251,0.255277894,0.078993715,0.070418568,0.149412283,0.528696258526483,0.557780404,0.542332623790061,105,"W Asia and N Africa"
"99",400,"Jordan",2007.62465753425,"Married/In-union","[Total]",3598.084355,2313.899039,208.744383,273.087181,1343.922819,635.607608,314.419144,846.260601,0,10354.26205,0.347497903,0.2234731,0.081546322,0.056740531,0.138286853,0.589689621471103,0.570971003,0.608608670447665,105,"W Asia and N Africa"
"100",400,"Jordan",2009.87397260274,"Married/In-union","[Total]",3332.21976,2387.497147,147.235906,279.266058,1041.783383,567.741128,296.855387,913.055601,0,9651.141474,0.345266906,0.247379769,0.074082121,0.059694643,0.133776764,0.553774204016476,0.592646675,0.582584734825349,105,"W Asia and N Africa"
"101",400,"Jordan",2012.82513661202,"Married/In-union","[Total]",4318.972378,2288.484715,107.739893,269.848585,981.309286,626.696844,262.870835,1009.827868,0,10801.0681,0.399865304,0.211875779,0.067996677,0.049320994,0.117317671,0.579594501155755,0.611741083,0.653651217994133,105,"W Asia and N Africa"
"102",404,"Kenya",1993.35616438356,"Married/In-union","[Total]",1058.126033,457.688613,248.310197,499.710924,562.615109,426.444658,459.713171,300.044352,0,4628.825993,0.228594904,0.098877904,0.145772353,0.207271584,0.353043937,0.412901448580889,0.327472808,0.6980576659055,107,"Africa"
"103",404,"Kenya",1998.32876712329,"Married/In-union","[Total]",1235.428375,648.341658,149.474034,435.144603,637.594742,427.888945,340.486348,368.685114,0,4833.612649,0.2555911,0.134131902,0.119447507,0.160466096,0.279913603,0.426729911371974,0.389723002,0.655827597263556,107,"Africa"
"104",404,"Kenya",2003.46575342466,"Married/In-union","[Total]",1230.712528,703.396435,241.946121,395.930702,758.638683,360.185564,350.229728,404.118571,3.351185,4919.355536,0.250177593,0.142985485,0.122400522,0.151678492,0.274079014,0.446588449854829,0.393163078,0.636320160765452,107,"Africa"
"105",404,"Kenya",2009.00821917808,"Married/In-union","[Total]",1377.935232,863.098462,162.926804,298.801968,653.932089,483.712556,317.907447,327.185858,0,4928.362557,0.279592911,0.175128849,0.13120775,0.12513475,0.256342499,0.511845482164859,0.45472176,0.614865914927845,107,"Africa"
"106",404,"Kenya",2014.57534246575,"Married/In-union","[Total]",2847.878068,2197.847092,148.243946,368.759758,974.037619,573.882053,427.161748,519.38178,0,8685.427175,0.327891537,0.253049971,0.083142255,0.091638729,0.174780984,0.47569394048039,0.580941508,0.564414028752788,107,"Africa"
"107",417,"Kyrgyzstan",1997.7397260274,"Married/In-union","[Total]",890.474755,702.27672,17.980401,46.463767,344.346585,172.546593,79.621418,157.839411,0,2674.964299,0.332892202,0.262536857,0.071225995,0.047135278,0.118361273,0.601767733606583,0.595429059,0.559079535955265,110,"Asia"
"108",417,"Kyrgyzstan",2012.7868852459,"Married/In-union","[Total]",771.165528,1136.215488,12.667538,29.267726,942.297855,284.772213,620.422373,454.606021,0,5255.669503,0.146730217,0.216188535,0.056594074,0.123617,0.180211075,0.314043262879376,0.362918752,0.404305967083233,110,"Asia"
"109",426,"Lesotho",2004.93442622951,"Married/In-union","[Total]",870.532645,512.839367,233.114416,93.115293,361.060708,559.148156,263.60946,435.506901,0,3708.754095,0.234723744,0.138278072,0.213619602,0.096184526,0.309804127,0.689531169479869,0.373001816,0.629283113195352,114,"Africa"
"110",426,"Lesotho",2009.90684931507,"Married/In-union","[Total]",1231.321666,672.77022,65.31194,225.007473,303.4877,436.628557,215.553811,349.04696,0,4048.778099,0.304121796,0.166166237,0.123973328,0.108813393,0.232786722,0.532561852904995,0.470288033,0.646671347471859,114,"Africa"
"111",426,"Lesotho",2014.83835616438,"Married/In-union","[Total]",1359.910549,812.921908,45.132301,145.377699,229.079785,312.136844,163.030267,230.08989,0,3612.322487,0.376464326,0.225041344,0.098902893,0.085376643,0.184279536,0.536700358307826,0.60150567,0.625869953977325,114,"Africa"
"112",430,"Liberia",2007.15342465753,"Married/In-union","[Total]",213.85234,305.87607,58.27878,335.26976,933.68743,461.14181,762.00391,492.92041,18.83937,4539.89288,0.047105151,0.067375173,0.114412521,0.241695938,0.35610846,0.32128560214492,0.114480324,0.411469406742769,115,"Africa"
"113",430,"Liberia",2013.36164383562,"Married/In-union","[Total]",380.426593,709.342765,75.634839,361.747996,910.868961,413.362765,824.26048,557.142967,1.964611,5385.534359,0.070638597,0.131712606,0.090798344,0.220221133,0.311019477,0.291937806840309,0.202351203,0.349089088439963,115,"Africa"
"114",450,"Madagascar",1992.60109289617,"Married/In-union","[Total]",384.639157,239.977332,221.683511,316.156785,828.301446,381.88633,287.5271,438.331978,0,3735.95614,0.102956015,0.064234515,0.161556993,0.161587519,0.323144513,0.499952765715072,0.16719053,0.615800518127432,121,"Africa"
"115",450,"Madagascar",1997.79726027397,"Married/In-union","[Total]",512.743517,349.727355,184.262791,251.526179,1141.429875,388.57284,402.305072,433.346608,3.445454,4434.643089,0.115622274,0.078862571,0.129172883,0.147437175,0.276610058,0.466985488286185,0.194484845,0.59450531479715,121,"Africa"
"116",450,"Madagascar",2004.06557377049,"Married/In-union","[Total]",764.362183,630.482666,134.657887,173.346098,1171.389055,519.238582,431.176618,499.61484,0,5139.736374,0.148716223,0.122668289,0.127223737,0.117617456,0.244841193,0.51961737092173,0.271384512,0.547990826388795,121,"Africa"
"117",450,"Madagascar",2009.20547945205,"Married/In-union","[Total]",2522.898074,2283.969346,150.403265,282.326383,2518.609622,908.291745,944.380078,902.14983,3.356761,12038.52959,0.209568623,0.189721621,0.087942219,0.101898363,0.189840583,0.463242461702722,0.399290244,0.524852851150553,121,"Africa"
"118",454,"Malawi",1992.76775956284,"Married/In-union","[Total]",197.377106,256.794439,193.296808,366.639673,797.006161,234.422544,480.68311,358.50532,0,3491.824485,0.056525495,0.073541623,0.122491653,0.242659042,0.365150694,0.335455073789344,0.130067118,0.434587126009819,122,"Africa"
"119",454,"Malawi",2000.70218579235,"Married/In-union","[Total]",1696.263417,1200.622458,755.919616,720.748243,1828.946852,662.331102,691.442982,788.94989,0,9451.757325,0.179465401,0.127026374,0.150051537,0.14941044,0.299461978,0.501070413019178,0.306491775,0.585547201062736,122,"Africa"
"120",454,"Malawi",2004.91256830601,"Married/In-union","[Total]",1413.360655,1285.770763,623.399608,667.687219,1617.276863,554.545333,672.831188,662.357541,5.673701,8312.425778,0.170029868,0.154680571,0.141708927,0.161266812,0.30297574,0.467723676489741,0.324710439,0.523635361165583,122,"Africa"
"121",454,"Malawi",2010.59452054795,"Married/In-union","[Total]",3996.364809,3163.616274,1053.431872,832.556528,2022.882578,1095.197377,1086.712532,1158.17778,5.894147,15527.7594,0.257369058,0.203739393,0.138373425,0.123602447,0.261975872,0.52819148551207,0.461108451,0.558152984274843,122,"Africa"
"122",454,"Malawi",2015.95890410959,"Married/In-union","[Total]",5272.094083,4280.294847,340.72206,897.639218,1674.478691,934.159347,838.837333,867.683211,0,16130.15983,0.326846984,0.265359729,0.079037122,0.10765402,0.186691142,0.423357643824365,0.592206713,0.551913676128828,122,"Africa"
"123",462,"Maldives",2009.39178082192,"Married/In-union","[Total]",1462.956609,794.831586,74.604648,94.325082,652.163956,816.673128,881.505124,697.316268,0,6500.180878,0.225063985,0.12227838,0.137115842,0.150123546,0.287239389,0.477357379422639,0.347342365,0.647960075356774,124,"Asia"
"124",466,"Mali",1996.09289617486,"Married/In-union","[Total]",201.75422,351.663788,127.005562,609.952958,2728.08623,406.857368,1116.088002,1120.766822,0,8222.066401,0.02453814,0.042770731,0.064930506,0.209927879,0.274858385,0.236232582098596,0.067308871,0.364560267249171,125,"Africa"
"125",466,"Mali",2001.24109589041,"Married/In-union","[Total]",322.751649,543.047908,141.070895,806.241923,3284.920556,734.987563,1494.637967,1644.902072,0,10723.23644,0.030098343,0.050642165,0.081697206,0.214569538,0.296266744,0.275755573835179,0.080740508,0.372778717220853,125,"Africa"
"126",466,"Mali",2006.60273972603,"Married/In-union","[Total]",337.642466,681.564627,137.940468,756.724719,3669.064358,763.325565,1753.500737,2068.747249,16.520189,12365.47734,0.027305251,0.055118343,0.072885665,0.203002714,0.275888378,0.264185340203059,0.082423594,0.331279548426389,125,"Africa"
"127",466,"Mali",2012.99726775956,"Married/In-union","[Total]",284.60258,627.779567,93.800292,371.18071,2617.838626,563.206282,1265.212221,1452.966289,0,8819.653276,0.032269135,0.07117962,0.07449347,0.185539372,0.260032842,0.286477159681238,0.103448755,0.311933526894548,125,"Africa"
"128",478,"Mauritania",2000.91803278689,"Married/In-union","[Total]",129.600551,232.84227,90.149852,326.958404,1018.363173,312.902137,726.52049,697.470131,0,4540.98114,0.028540209,0.051275762,0.088758789,0.231993673,0.320752463,0.276720522018252,0.079815971,0.357575165000498,129,"Africa"
"129",498,"Republic of Moldova",2005.53150684932,"Married/In-union","[Total]",2395.470403,950.467347,10.238323,43.273026,187.175308,395.567029,112.088179,241.522413,5.403881,4936.812723,0.485226104,0.192526515,0.082199868,0.031469941,0.113669809,0.723146002647018,0.677752619,0.715933941673193,168,"Europe"
"130",504,"Morocco",1992.20218579235,"Married/In-union","[Total]",1402,722,254,227,710,455,266,442,0,5118,0.273935131,0.141070731,0.138530676,0.09632669,0.234857366,0.589850249789483,0.415005862,0.660075329249205,138,"W Asia and N Africa"
"131",504,"Morocco",2003.97808219178,"Married/In-union","[Total]",3568.722888,1962.62952,111.037973,152.904472,587.975053,540.710798,237.848762,828.087571,0,8781.631973,0.406384929,0.223492572,0.074217272,0.044496653,0.118713926,0.625177470754358,0.629877501,0.645180893673483,138,"W Asia and N Africa"
"132",508,"Mozambique",1997.35068493151,"Married/In-union","[Total]",196.607478,170.058167,96.118769,466.281203,1911.586149,312.321023,751.838727,1138.391335,0,6529.503915,0.03011063,0.026044577,0.062552959,0.186556275,0.249109235,0.25110654368153,0.056155207,0.536203704137356,139,"Africa"
"133",508,"Mozambique",2003.84931506849,"Married/In-union","[Total]",829.650795,1399.83735,132.153639,410.97992,1839.254842,566.781041,540.896657,1682.78363,0,8736.057075,0.094968564,0.160236745,0.080005736,0.108959519,0.188965255,0.423388606545685,0.255205309,0.372126130024983,139,"Africa"
"134",508,"Mozambique",2011.65753424658,"Married/In-union","[Total]",474.344416,611.35833,118.965795,441.602905,2933.461689,730.915564,938.383389,1380.548989,0,9331.712117,0.050831446,0.065514058,0.091074537,0.147881362,0.238955898,0.381135338203705,0.116345504,0.436900819132641,139,"Africa"
"135",516,"Namibia",1992.70218579235,"Married/In-union","[Total]",400.062552,252.675349,37.265996,99.591273,429.067035,123.34512,231.152254,318.405662,0,2258.948648,0.177101216,0.111855287,0.071099941,0.146414806,0.217514747,0.326874117643159,0.288956503,0.612899222413416,141,"Africa"
"136",516,"Namibia",2000.84153005464,"Married/In-union","[Total]",800.558578,341.375848,82.615929,94.014736,318.057761,282.100066,164.276126,217.953015,0,2610.276713,0.306694909,0.130781479,0.139723116,0.098951525,0.238674641,0.585412490470657,0.437476388,0.701054770983434,141,"Africa"
"137",516,"Namibia",2007.04109589041,"Married/In-union","[Total]",1293.864188,605.847149,107.426082,113.59539,277.372774,311.371438,182.224928,245.414631,0,3450.612986,0.374966475,0.175576673,0.121369021,0.085729787,0.207098809,0.586044031764567,0.550543148,0.681084627721132,141,"Africa"
"138",516,"Namibia",2013.56164383562,"Married/In-union","[Total]",1017.792818,733.225626,44.666418,116.314212,278.502151,217.30671,168.768584,233.518897,0,3120.65304,0.326147382,0.234959035,0.083948175,0.09135357,0.175301745,0.47887814807548,0.561106417,0.58125762265164,141,"Africa"
"139",524,"Nepal",1996.24590163934,"Married/In-union","[Total]",2066.039145,207.898604,411.856554,417.968956,1209.310626,986.435486,766.040135,691.92401,0,7982.350084,0.258825925,0.026044787,0.175172979,0.148328384,0.323501363,0.541490698448773,0.284870712,0.908573307458859,143,"Asia"
"140",524,"Nepal",2001.27397260274,"Married/In-union","[Total]",2962.101339,318.674188,427.178423,317.291087,1112.338534,963.053417,607.757377,670.624972,0,8341.758466,0.355093156,0.038202279,0.166659326,0.1108937,0.277553026,0.600459409150884,0.393295435,0.902866202858419,143,"Asia"
"141",524,"Nepal",2006.36164383562,"Married/In-union","[Total]",3564.985659,394.842674,236.554756,243.326683,855.477784,1031.353203,527.594097,561.894062,0,8257.275707,0.431738722,0.047817548,0.153550397,0.093362606,0.246913003,0.621880561713471,0.47955627,0.900287930757323,143,"Asia"
"142",524,"Nepal",2011.26849315068,"Married/In-union","[Total]",4252.653498,521.666454,185.635749,233.215348,858.904297,1510.077061,717.386736,549.562665,0,9607.666342,0.442631264,0.054296895,0.176495805,0.098942038,0.275437843,0.640782701017594,0.496928159,0.890734920095361,143,"Asia"
"143",524,"Nepal",2016.77322404372,"Married/In-union","[Total]",4511.162414,684.159237,87.607366,153.497486,759.354333,1453.084115,649.254017,690.034547,0,9874.525824,0.45684851,0.069285275,0.156026883,0.081295195,0.237322078,0.657447820762803,0.526133785,0.868312438822,143,"Asia"
"144",558,"Nicaragua",1998.16164383562,"Married/In-union","[Total]",3571.923402,1281.949498,239.990755,277.85977,696.0691,605.972486,312.448588,403.286212,0,8044.744815,0.444007049,0.159352413,0.10515725,0.073378133,0.178535383,0.588999492610381,0.603359462,0.735891416251627,148,"Latin America and the Caribbean"
"145",558,"Nicaragua",2001.82465753425,"Married/In-union","[Total]",3572.898868,1522.040852,213.67903,187.35327,414.084044,453.161441,231.117883,318.282718,0,7423.635154,0.48128697,0.205026354,0.089826676,0.056370113,0.146196789,0.614423043176413,0.686313324,0.701264208590536,148,"Latin America and the Caribbean"
"146",562,"Niger",1992.32786885246,"Married/In-union","[Total]",37.233234,209.755175,60.239238,322.638232,2038.58791,110.932121,573.10894,1011.8664,0,5560.882651,0.006695562,0.037719763,0.030781329,0.161080035,0.191861364,0.160435266164375,0.044415325,0.150748913803963,149,"Africa"
"147",562,"Niger",1998.28767123288,"Married/In-union","[Total]",85.10506,438.535192,26.832242,311.863373,2511.526961,162.875476,628.959701,1105.107493,0,6381.553564,0.013336104,0.06871919,0.029727513,0.147428532,0.177156045,0.167804113034924,0.082055294,0.162525820698418,149,"Africa"
"148",562,"Niger",2006.18356164384,"Married/In-union","[Total]",125.678499,766.36924,10.726372,311.604475,3095.460137,204.100039,750.260636,1518.090541,6.105789,7941.42552,0.015825685,0.09650273,0.027051366,0.133712154,0.16076352,0.168268062306673,0.112328415,0.140887637380088,149,"Africa"
"149",562,"Niger",2012.31147540984,"Married/In-union","[Total]",157.904973,1215.897316,28.261288,313.724309,3775.930381,235.173527,1005.075871,1842.255297,4.88806,9880.953424,0.015980743,0.123054655,0.02666087,0.13346892,0.16012979,0.166495378530129,0.139035398,0.114940103239033,149,"Africa"
"150",566,"Nigeria",1990.61917808219,"Married/In-union","[Total]",184.217919,231.042749,74.20291,264.601426,2499.027853,273.720675,868.016376,1049.765995,0,6880.081205,0.026775544,0.033581399,0.050569692,0.164622737,0.215192429,0.234997542594772,0.060356943,0.443619949406649,150,"Africa"
"151",566,"Nigeria",1999.32602739726,"Married/In-union","[Total]",357.993742,524.254674,60.190062,286.945965,1548.157348,220.810461,588.068308,911.072083,0,5807.73227,0.061640882,0.090268396,0.048383863,0.150663673,0.199047536,0.243076925101952,0.151909278,0.405774306951811,150,"Africa"
"152",566,"Nigeria",2003.39726027397,"Married/In-union","[Total]",254.364899,417.450777,60.589373,224.906384,1725.491005,231.72195,416.35869,1042.036345,0,5335.945835,0.047670068,0.078233698,0.054781539,0.120178333,0.174959871,0.313109164329459,0.125903766,0.378623050878399,150,"Africa"
"153",566,"Nigeria",2008.65573770492,"Married/In-union","[Total]",1375.483473,2063.17894,289.667112,543.912956,7584.762492,1059.766181,2878.96081,3593.378971,42.546982,23577.89374,0.058337843,0.087504803,0.057232987,0.145173008,0.202405996,0.282763298178182,0.145842646,0.400005379770743,150,"Africa"
"154",566,"Nigeria",2013.3095890411,"Married/In-union","[Total]",1839.723465,2376.374171,187.055005,541.234146,9372.289793,978.566076,2773.316496,4741.394584,39.237965,27829.50778,0.066106935,0.085390449,0.041884359,0.119102022,0.16098638,0.260173307828898,0.151497384,0.43635694065846,150,"Africa"
"155",586,"Pakistan",1991.23561643836,"Married/In-union","[Total]",622.849912,130.784884,250.98496,169.832965,1436.894114,730.475703,787.957581,738.141567,0,6364.079587,0.097869598,0.020550479,0.154218792,0.150499461,0.304718252,0.506102903215656,0.118420077,0.826461192049385,155,"Asia"
"156",586,"Pakistan",2006.92054794521,"Married/In-union","[Total]",2203.131052,625.702924,224.271987,332.989771,1545.176866,1150.96263,695.78715,1236.199483,0,9555.883607,0.230552311,0.065478291,0.143914961,0.107659005,0.251573966,0.572058243101355,0.296030602,0.77881242493977,155,"Asia"
"157",586,"Pakistan",2013.01917808219,"Married/In-union","[Total]",3384.733083,1196.0739,174.153029,272.585595,1899.229757,1282.966312,868.60818,1735.811749,8.980386,12936.75043,0.26163704,0.092455513,0.112634108,0.088213325,0.200847433,0.560794361758161,0.354092553,0.738894500274904,155,"Asia"
"158",600,"Paraguay",1990.49315068493,"Married/In-union","[Total]",884.559754,845.085737,49.197126,149.980793,498.179917,206.141009,217.245867,242.525871,0,3573.837299,0.2475098,0.236464524,0.071446491,0.102754163,0.174200654,0.410139051487143,0.483974324,0.51141101444051,159,"Latin America and the Caribbean"
"159",604,"Peru",1991.97260273973,"Married/In-union","[Total]",3942.798705,1212.174246,754.48608,383.629537,638.31597,594.792509,157.706746,182.108294,0,8740.61161,0.451089567,0.138683001,0.154368899,0.061933456,0.216302355,0.713671836813797,0.589772568,0.764853422277179,160,"Latin America and the Caribbean"
"160",604,"Peru",1996.76229508197,"Married/In-union","[Total]",7766.528616,3078.367095,1036.489318,640.259466,1101.990558,1025.925177,283.670477,395.830995,0,16885.27189,0.459958754,0.18231078,0.122142806,0.054718097,0.176860903,0.690615076187867,0.642269534,0.716145994245463,160,"Latin America and the Caribbean"
"161",604,"Peru",2000.72131147541,"Married/In-union","[Total]",7585.043616,3178.951868,652.113617,509.537795,806.362706,823.856944,263.49372,470.50664,0,15627.93016,0.485351773,0.203414773,0.094444405,0.049464741,0.143909146,0.656277989447592,0.688766546,0.704668041470179,160,"Latin America and the Caribbean"
"162",604,"Peru",2005.37260273973,"Married/In-union","[Total]",4483.510466,2144.036507,303.39638,278.235161,426.596167,412.289568,148.19788,277.664964,0,9285.788342,0.482835738,0.230894398,0.077073257,0.045923192,0.122996449,0.62662993628377,0.713730136,0.676496218453077,160,"Latin America and the Caribbean"
"163",604,"Peru",2007.95890410959,"Married/In-union","[Total]",6260.212683,3112.329011,370.224508,472.812492,528.116489,570.309003,214.809501,401.414047,0,12938.97785,0.483825906,0.240539017,0.072689939,0.053143455,0.125833394,0.577668110899083,0.724364923,0.667931163751285,160,"Latin America and the Caribbean"
"164",604,"Peru",2009.51506849315,"Married/In-union","[Total]",6813.251725,3308.245568,364.52396,430.474635,640.101665,523.793762,216.483027,482.224016,0,13827.83197,0.492720171,0.239245427,0.064241287,0.04678663,0.111027917,0.578604811616884,0.731965598,0.673146623757036,160,"Latin America and the Caribbean"
"165",604,"Peru",2010.57808219178,"Married/In-union","[Total]",6594.629351,3103.039335,371.893477,373.687692,519.711677,465.603992,162.141033,475.902932,0,13039.71893,0.505734011,0.237968268,0.06422665,0.041092046,0.105318696,0.609831420624501,0.743702279,0.680022134233637,160,"Latin America and the Caribbean"
"166",604,"Peru",2011.53424657534,"Married/In-union","[Total]",6415.872576,3136.76832,284.439659,379.44159,468.336596,437.43499,130.76512,479.834892,0,12672.52062,0.506282276,0.247525209,0.056963778,0.04026087,0.097224648,0.585898526472423,0.753807485,0.671633389259859,160,"Latin America and the Caribbean"
"167",604,"Peru",2012.57923497268,"Married/In-union","[Total]",6766.765789,3518.549922,279.629905,372.815257,508.84272,465.131937,182.404261,525.851984,0,13623.92587,0.496682517,0.258262556,0.054665729,0.040753269,0.095418998,0.572901939297246,0.754945073,0.657905501689392,160,"Latin America and the Caribbean"
"168",608,"Philippines",1993.40547945205,"Married/In-union","[Total]",2773.701324,808.622372,331.793203,535.165478,911.528761,1161.601769,674.680037,404.997997,0,8961.323952,0.309519145,0.090234699,0.166648922,0.135007452,0.301656374,0.552446214844444,0.399753844,0.774274343188054,161,"Asia"
"169",608,"Philippines",1998.27945205479,"Married/In-union","[Total]",2890.666779,1094.787729,261.626301,390.528225,677.036735,932.185741,463.877092,513.912877,0,8336.079744,0.34676573,0.131331245,0.143210247,0.102494859,0.245705106,0.582854175606754,0.478096975,0.725304170769957,161,"Asia"
"170",608,"Philippines",2003.58082191781,"Married/In-union","[Total]",3053.279151,1184.610175,251.747843,319.254759,704.466974,914.540407,466.100699,475.306384,0,8671.276135,0.352114164,0.13661313,0.134500186,0.090569767,0.225069953,0.597592811511362,0.488727294,0.720471658372327,161,"Asia"
"171",608,"Philippines",2008.66393442623,"Married/In-union","[Total]",3034.335897,1235.952968,187.042602,248.994849,662.263677,949.82013,467.558186,525.274112,0,8417.754877,0.36046855,0.146826914,0.135055338,0.085124008,0.220179346,0.613387860639753,0.507295464,0.710569235446584,161,"Asia"
"172",608,"Philippines",2013.69863013699,"Married/In-union","[Total]",3825.459028,1536.201049,133.662085,188.49871,749.030993,918.827931,461.507789,525.919368,4.142086,9728.7702,0.393210956,0.157902902,0.108183254,0.066812812,0.174996066,0.618203920081266,0.551113858,0.713484065573978,161,"Asia"
"173",626,"Timor-Leste",2009.84657534247,"Married/In-union","[Total]",784.907133,980.325471,55.9603,242.516738,1874.593935,783.016611,1407.355882,363.04738,0.667846,7905.828799,0.099282081,0.124000342,0.10612131,0.208690659,0.314811969,0.337094267213201,0.223282423,0.444647991839465,205,"Asia"
"174",646,"Rwanda",1992.5956284153,"Married/In-union","[Total]",415.389901,386.101009,444.598732,467.868046,728.567829,235.858857,298.152874,344.553873,0,3785.053329,0.109744795,0.102006755,0.179774901,0.202380483,0.382155384,0.470423572522532,0.21175155,0.518271507339616,172,"Africa"
"175",646,"Rwanda",2000.69672131148,"Married/In-union","[Total]",298.630931,370.541021,304.715821,680.248725,1507.243939,379.579416,473.290692,469.975136,0,5052.493308,0.059105656,0.073338251,0.135437139,0.228310924,0.363748063,0.372337760050148,0.132443907,0.446269347822848,172,"Africa"
"176",646,"Rwanda",2005.38082191781,"Married/In-union","[Total]",547.362227,410.413561,332.074098,841.247671,1376.966684,490.896075,455.31635,403.97152,0,5510.184554,0.09933646,0.074482725,0.149354376,0.235303193,0.384657569,0.388278791415125,0.173819185,0.571493071952903,172,"Africa"
"177",646,"Rwanda",2008.12841530055,"Married/In-union","[Total]",865.35656,548.629444,0,0,0,705.121163,630.816719,228.97439,1.907715,3887.629005,0.222592372,0.141121862,0.181375631,0.162262582,0.343638212,0.527809843801655,0.363714234,0.611997967613222,172,"Africa"
"178",646,"Rwanda",2010.99452054795,"Married/In-union","[Total]",1993.794504,1563.937777,262.275682,471.864802,1029.797637,431.365574,269.094207,281.304274,3.239037,6897.058105,0.289078977,0.226754328,0.100570598,0.107431168,0.208001766,0.48350838521246,0.515833305,0.560411617857827,172,"Africa"
"179",646,"Rwanda",2015.04931506849,"Married/In-union","[Total]",1921.863263,1795.935911,221.221182,453.665522,1106.920899,356.919344,291.03401,319.818513,0,6981.942851,0.275261958,0.257225811,0.082805107,0.106660789,0.189465896,0.437044918099667,0.532487769,0.516935738292986,172,"Africa"
"180",678,"São Tomé and Príncipe",2008.86612021858,"Married/In-union","[Total]",346.677903,312.993794,122.029284,116.627398,152.929484,213.753403,192.902054,82.126351,1.179285,1718.384199,0.201746445,0.182144246,0.195406061,0.1801282,0.37553426,0.520341502264001,0.383890691,0.525530964229607,180,"Africa"
"181",686,"Senegal",1993.22465753425,"Married/In-union","[Total]",138,195,89,433,1271,228,533,681,0,4450,0.031011236,0.043820225,0.071235955,0.217078652,0.288314607,0.247077162483134,0.074831461,0.414414413210508,182,"Africa"
"182",686,"Senegal",1997.18082191781,"Married/In-union","[Total]",289.427901,467.464385,143.638106,602.307589,1260.95198,415.220868,885.832733,829.770071,0.868022,5850.941864,0.049466891,0.079895579,0.09551607,0.254342011,0.349858082,0.27301375876176,0.12936247,0.382389815222297,182,"Africa"
"183",686,"Senegal",2005.24383561644,"Married/In-union","[Total]",446.979156,718.914513,127.045427,924.548391,2275.188203,629.580081,1473.422132,1570.451825,0,9865.527119,0.045307174,0.072871374,0.076693875,0.243065626,0.319759501,0.239848619853832,0.118178548,0.383379003776557,182,"Africa"
"184",686,"Senegal",2011.04931506849,"Married/In-union","[Total]",460.263373,898.302066,138.94976,746.677633,2371.662475,666.38162,1561.063651,1755.867994,0,10346.82447,0.044483539,0.086819107,0.077833676,0.223038604,0.300872279,0.258693410568409,0.131302646,0.338786310521115,182,"Africa"
